time,open,high,low,close,volume
2024-01-02T00:00:00.000Z,2063.5,2064.41,2063.17,2064.08,5
2024-01-02T01:00:00.000Z,2064.08,2064.83,2063.75,2064.5,5
2024-01-02T02:00:00.000Z,2064.5,2065.24,2064.17,2064.91,5
2024-01-02T03:00:00.000Z,2064.91,2065.49,2064.58,2065.16,5
2024-01-02T04:00:00.000Z,2065.16,2066.05,2063.49,2064.38,5
2024-01-02T05:00:00.000Z,2064.38,2065.27,2063.16,2064.05,5
2024-01-02T06:00:00.000Z,2064.05,2064.94,2062.83,2063.72,5
2024-01-02T07:00:00.000Z,2063.72,2064.72,2062.83,2063.83,5
2024-01-02T08:00:00.000Z,2063.83,2066.99,2062.83,2065.99,5
2024-01-02T09:00:00.000Z,2065.99,2068.65,2064.99,2067.65,5
2024-01-02T10:00:00.000Z,2067.65,2070.31,2066.65,2069.31,5
2024-01-02T11:00:00.000Z,2069.31,2071.47,2068.31,2070.47,5
2024-01-02T12:00:00.000Z,2070.47,2072.91,2069.81,2072.25,5
2024-01-02T13:00:00.000Z,2072.25,2074.37,2071.59,2073.71,5
2024-01-02T14:00:00.000Z,2073.71,2075.82,2073.05,2075.16,5
2024-01-02T15:00:00.000Z,2075.16,2076.94,2074.5,2076.28,5
2024-01-02T16:00:00.000Z,2076.28,2076.61,2075.37,2075.7,5
2024-01-02T17:00:00.000Z,2075.7,2076.03,2074.95,2075.28,5
2024-01-02T18:00:00.000Z,2075.28,2075.61,2074.54,2074.87,5
2024-01-02T19:00:00.000Z,2074.87,2075.2,2074.29,2074.62,5
2024-01-02T20:00:00.000Z,2074.62,2075.81,2070.28,2071.47,5
2024-01-02T21:00:00.000Z,2071.47,2072.66,2067.73,2068.92,5
2024-01-02T22:00:00.000Z,2068.92,2070.11,2065.17,2066.36,5
2024-01-02T23:00:00.000Z,2066.36,2067.55,2063.21,2064.4,5
2024-01-03T00:00:00.000Z,2034.2,2034.74,2034,2034.54,5
2024-01-03T01:00:00.000Z,2034.54,2034.99,2034.34,2034.79,5
