time,open,high,low,close,volume
2025-01-02T00:00:00.000Z,1.2521,1.25239,1.25118,1.25147,25
2025-01-02T01:00:00.000Z,1.25147,1.25176,1.25073,1.25102,25
2025-01-02T02:00:00.000Z,1.25102,1.25131,1.25028,1.25057,25
2025-01-02T03:00:00.000Z,1.25057,1.25086,1.25001,1.2503,25
2025-01-02T04:00:00.000Z,1.2503,1.25126,1.24993,1.25089,30
2025-01-02T05:00:00.000Z,1.25089,1.25162,1.25052,1.25125,30
2025-01-02T06:00:00.000Z,1.25125,1.25198,1.25088,1.25161,30
2025-01-02T07:00:00.000Z,1.25161,1.25211,1.25124,1.25174,30
2025-01-02T08:00:00.000Z,1.25174,1.2526,1.24854,1.2494,70
2025-01-02T09:00:00.000Z,1.2494,1.25026,1.24674,1.2476,70
2025-01-02T10:00:00.000Z,1.2476,1.24846,1.24494,1.2458,70
2025-01-02T11:00:00.000Z,1.2458,1.24666,1.24368,1.24454,70
2025-01-02T12:00:00.000Z,1.24454,1.24529,1.24174,1.24249,80
2025-01-02T13:00:00.000Z,1.24249,1.24324,1.24017,1.24092,80
2025-01-02T14:00:00.000Z,1.24092,1.24167,1.23859,1.23934,80
2025-01-02T15:00:00.000Z,1.23934,1.24009,1.23748,1.23823,80
2025-01-02T16:00:00.000Z,1.23823,1.23915,1.23794,1.23886,30
2025-01-02T17:00:00.000Z,1.23886,1.2396,1.23857,1.23931,30
2025-01-02T18:00:00.000Z,1.23931,1.24005,1.23902,1.23976,30
2025-01-02T19:00:00.000Z,1.23976,1.24032,1.23947,1.24003,30
2025-01-02T20:00:00.000Z,1.24003,1.24479,1.23893,1.24369,15
2025-01-02T21:00:00.000Z,1.24369,1.24776,1.24259,1.24666,15
2025-01-02T22:00:00.000Z,1.24666,1.25073,1.24556,1.24963,15
2025-01-02T23:00:00.000Z,1.24963,1.25302,1.24853,1.25192,15
2025-01-03T00:00:00.000Z,1.23802,1.23823,1.23795,1.23816,25
